Date,Open,High,Low,Close
2020-09-02 08:00:00,0.9995,1.0002,0.9993,1.0001
2020-09-02 12:00:00,1.0001,1.0001,0.9991,0.9991
2020-09-02 16:00:00,0.9991,0.9993,0.9984,0.9989
2020-09-02 20:00:00,0.9988,0.9992,0.9987,0.9992
2020-09-03 00:00:00,0.9992,0.9993,0.9989,0.9989
2020-09-03 04:00:00,0.9989,0.9991,0.9988,0.999
2020-09-03 08:00:00,0.999,0.9992,0.9988,0.9991
2020-09-03 12:00:00,0.9991,1.0005,0.999,0.9993
2020-09-03 16:00:00,0.9993,0.9997,0.9992,0.9995
2020-09-03 20:00:00,0.9995,0.9995,0.9982,0.9985
2020-09-04 00:00:00,0.9984,0.9993,0.9984,0.9993
2020-09-04 04:00:00,0.9993,0.9995,0.999,0.9991
2020-09-04 08:00:00,0.9991,0.9992,0.9985,0.9986
2020-09-04 12:00:00,0.9986,0.9995,0.9985,0.9988
2020-09-04 16:00:00,0.9988,0.9994,0.9988,0.9992
2020-09-04 20:00:00,0.9992,0.9993,0.9988,0.9992
2020-09-05 00:00:00,0.9992,0.9997,0.9992,0.9996
2020-09-05 04:00:00,0.9996,1.0,0.9995,1.0
2020-09-05 08:00:00,0.9999,1.0001,0.9996,1.0
2020-09-05 12:00:00,1.0,1.0001,0.9997,0.9999
2020-09-05 16:00:00,1.0,1.0006,0.9996,1.0005
2020-09-05 20:00:00,1.0005,1.0007,0.9998,1.0
2020-09-06 00:00:00,1.0,1.0001,0.9998,0.9998
2020-09-06 04:00:00,0.9999,1.0003,0.9998,1.0
2020-09-06 08:00:00,1.0001,1.0007,1.0,1.0005
2020-09-06 12:00:00,1.0005,1.0006,1.0,1.0001
2020-09-06 16:00:00,1.0002,1.0002,0.9997,0.9997
2020-09-06 20:00:00,0.9997,1.0,0.9995,0.9999
2020-09-07 00:00:00,0.9999,1.0001,0.9999,1.0
2020-09-07 04:00:00,1.0,1.0002,0.9999,0.9999
2020-09-07 08:00:00,0.9999,1.0,0.9997,0.9998
2020-09-07 12:00:00,0.9999,1.0001,0.9998,1.0001
2020-09-07 16:00:00,1.0001,1.0003,0.9999,1.0002
2020-09-07 20:00:00,1.0002,1.0003,0.9999,1.0
2020-09-08 00:00:00,0.9999,1.0001,0.9998,0.9999
2020-09-08 04:00:00,0.9999,1.0,0.9999,1.0
2020-09-08 08:00:00,1.0,1.0002,0.9999,1.0
2020-09-08 12:00:00,1.0,1.0002,0.9999,1.0001
2020-09-08 16:00:00,1.0002,1.0006,1.0001,1.0004
2020-09-08 20:00:00,1.0004,1.0005,1.0001,1.0003
2020-09-09 00:00:00,1.0003,1.0008,1.0003,1.0005
2020-09-09 04:00:00,1.0004,1.0005,1.0001,1.0002
2020-09-09 08:00:00,1.0001,1.0002,1.0,1.0
2020-09-09 12:00:00,1.0001,1.0001,0.9998,0.9998
2020-09-09 16:00:00,0.9998,0.9999,0.9995,0.9996
2020-09-09 20:00:00,0.9997,1.0,0.9996,0.9998
2020-09-10 00:00:00,0.9998,1.0001,0.9995,0.9996
2020-09-10 04:00:00,0.9997,0.9997,0.9994,0.9995
2020-09-10 08:00:00,0.9995,0.9996,0.9995,0.9995
2020-09-10 12:00:00,0.9995,0.9997,0.9994,0.9997
2020-09-10 16:00:00,0.9997,0.9998,0.9994,0.9998
2020-09-10 20:00:00,0.9998,0.9998,0.9997,0.9997
2020-09-11 00:00:00,0.9997,1.0001,0.9997,1.0
2020-09-11 04:00:00,1.0,1.0001,0.9997,1.0
2020-09-11 08:00:00,1.0,1.0002,0.9998,0.9998
2020-09-11 12:00:00,0.9999,0.9999,0.9996,0.9998
2020-09-11 16:00:00,0.9998,0.9999,0.9997,0.9998
2020-09-11 20:00:00,0.9998,1.0,0.9995,0.9996
2020-09-12 00:00:00,0.9995,1.0001,0.9995,1.0
2020-09-12 04:00:00,1.0,1.0001,0.9998,1.0001
2020-09-12 08:00:00,1.0,1.0002,1.0,1.0001
2020-09-12 12:00:00,1.0001,1.0001,0.9999,1.0001
2020-09-12 16:00:00,1.0001,1.0001,0.9999,0.9999
2020-09-12 20:00:00,0.9999,1.0002,0.9998,0.9999
2020-09-13 00:00:00,0.9999,1.0,0.9998,0.9998
2020-09-13 04:00:00,0.9998,0.9999,0.9997,0.9999
2020-09-13 08:00:00,0.9999,1.0004,0.9998,1.0001
2020-09-13 12:00:00,1.0001,1.0002,0.9999,1.0001
2020-09-13 16:00:00,1.0001,1.0002,0.9998,1.0001
2020-09-13 20:00:00,1.0001,1.0002,0.9999,0.9999
2020-09-14 00:00:00,0.9999,1.0,0.9997,0.9998
2020-09-14 04:00:00,0.9998,1.0,0.9997,1.0
2020-09-14 08:00:00,1.0,1.0005,0.9998,1.0001
2020-09-14 12:00:00,1.0001,1.0008,0.9999,1.0005
2020-09-14 16:00:00,1.0005,1.0006,0.9997,0.9997
2020-09-14 20:00:00,0.9997,0.9998,0.9996,0.9998
2020-09-15 00:00:00,0.9997,1.0,0.9997,0.9997
2020-09-15 04:00:00,0.9997,1.0,0.9997,0.9998
2020-09-15 08:00:00,0.9997,1.0001,0.9997,0.9998
2020-09-15 12:00:00,0.9999,1.0,0.9998,0.9999
2020-09-15 16:00:00,0.9999,1.0002,0.9999,1.0001
2020-09-15 20:00:00,1.0001,1.0002,0.9998,1.0001
2020-09-16 00:00:00,1.0002,1.0006,1.0,1.0001
2020-09-16 04:00:00,1.0001,1.0001,0.9998,0.9998
2020-09-16 08:00:00,0.9998,0.9999,0.9997,0.9997
2020-09-16 12:00:00,0.9997,1.0,0.9996,0.9997
2020-09-16 16:00:00,0.9997,1.0,0.9996,0.9999
2020-09-16 20:00:00,0.9999,1.0001,0.9998,1.0001
2020-09-17 00:00:00,1.0,1.0001,0.9997,1.0
2020-09-17 04:00:00,1.0,1.0,0.9997,0.9997
2020-09-17 08:00:00,0.9997,1.0,0.9997,1.0
2020-09-17 12:00:00,1.0,1.0003,0.9998,1.0001
2020-09-17 16:00:00,1.0001,1.0001,0.9997,0.9998
2020-09-17 20:00:00,0.9997,0.9998,0.9995,0.9998
2020-09-18 00:00:00,0.9997,1.0,0.9997,0.9999
2020-09-18 04:00:00,1.0,1.0001,0.9998,0.9999
2020-09-18 08:00:00,0.9998,0.9999,0.9996,0.9999
2020-09-18 12:00:00,0.9999,1.0002,0.9998,1.0001
2020-09-18 16:00:00,1.0001,1.0002,0.9998,1.0
2020-09-18 20:00:00,0.9999,1.0,0.9998,0.9998
2020-09-19 00:00:00,0.9999,1.0,0.9998,0.9999
2020-09-19 04:00:00,0.9999,1.0002,0.9999,1.0001
2020-09-19 08:00:00,1.0001,1.0001,0.9999,0.9999
2020-09-19 12:00:00,0.9999,1.0001,0.9999,1.0
2020-09-19 16:00:00,1.0,1.0001,0.9999,1.0001
2020-09-19 20:00:00,1.0,1.0002,0.9999,1.0
2020-09-20 00:00:00,1.0,1.0003,0.9999,1.0003
2020-09-20 04:00:00,1.0002,1.0003,1.0,1.0003
2020-09-20 08:00:00,1.0002,1.0005,1.0002,1.0004
2020-09-20 12:00:00,1.0004,1.0005,1.0002,1.0002
2020-09-20 16:00:00,1.0002,1.0003,1.0,1.0001
2020-09-20 20:00:00,1.0001,1.0002,0.9999,1.0002
2020-09-21 00:00:00,1.0002,1.0002,0.9999,0.9999
2020-09-21 04:00:00,0.9999,1.0,0.9998,0.9999
2020-09-21 08:00:00,1.0,1.0006,0.9999,1.0005
2020-09-21 12:00:00,1.0005,1.0006,1.0004,1.0005
2020-09-21 16:00:00,1.0005,1.0007,1.0002,1.0003
2020-09-21 20:00:00,1.0003,1.0004,1.0001,1.0001
2020-09-22 00:00:00,1.0002,1.0004,1.0001,1.0003
2020-09-22 04:00:00,1.0003,1.0003,1.0001,1.0002
2020-09-22 08:00:00,1.0001,1.0003,1.0001,1.0002
2020-09-22 12:00:00,1.0002,1.0003,1.0,1.0002
2020-09-22 16:00:00,1.0002,1.0004,1.0,1.0001
2020-09-22 20:00:00,1.0001,1.0001,1.0,1.0001
2020-09-23 00:00:00,1.0001,1.0001,0.9999,0.9999
2020-09-23 04:00:00,0.9999,1.0002,0.9999,1.0001
2020-09-23 08:00:00,1.0001,1.0002,1.0,1.0001
2020-09-23 12:00:00,1.0,1.0002,0.9999,1.0
2020-09-23 16:00:00,1.0,1.0006,0.9999,1.0005
2020-09-23 20:00:00,1.0005,1.0006,1.0002,1.0003
2020-09-24 00:00:00,1.0003,1.0005,1.0002,1.0004
2020-09-24 04:00:00,1.0004,1.0005,1.0003,1.0003
2020-09-24 08:00:00,1.0003,1.0004,1.0,1.0
2020-09-24 12:00:00,1.0001,1.0004,1.0,1.0002
2020-09-24 16:00:00,1.0001,1.0002,0.9998,1.0
2020-09-24 20:00:00,1.0,1.0001,0.9998,0.9998
2020-09-25 00:00:00,0.9998,1.0001,0.9998,1.0001
2020-09-25 04:00:00,1.0001,1.0002,0.9999,0.9999
2020-09-25 08:00:00,0.9999,1.0002,0.9999,1.0
2020-09-25 12:00:00,1.0,1.0002,0.9998,0.9998
2020-09-25 16:00:00,0.9999,0.9999,0.9996,0.9997
2020-09-25 20:00:00,0.9997,0.9998,0.9995,0.9997
2020-09-26 00:00:00,0.9996,0.9997,0.9996,0.9996
2020-09-26 04:00:00,0.9996,0.9997,0.9996,0.9996
2020-09-26 08:00:00,0.9996,1.0,0.9995,0.9999
2020-09-26 12:00:00,1.0,1.0,0.9997,0.9998
2020-09-26 16:00:00,0.9998,1.0,0.9996,0.9999
2020-09-26 20:00:00,0.9998,1.0,0.9996,0.9999
2020-09-27 00:00:00,0.9999,1.0,0.9997,0.9997
2020-09-27 04:00:00,0.9998,0.9998,0.9996,0.9998
2020-09-27 08:00:00,0.9998,1.0,0.9997,1.0
2020-09-27 12:00:00,0.9999,1.0001,0.9999,1.0001
2020-09-27 16:00:00,1.0001,1.0001,0.9997,1.0
2020-09-27 20:00:00,1.0,1.0,0.9997,1.0
2020-09-28 00:00:00,1.0,1.0,0.9997,0.9998
2020-09-28 04:00:00,0.9998,1.0001,0.9998,0.9999
2020-09-28 08:00:00,0.9998,0.9999,0.9997,0.9999
2020-09-28 12:00:00,0.9999,1.0,0.9997,0.9999
2020-09-28 16:00:00,0.9998,1.0,0.9998,0.9999
2020-09-28 20:00:00,0.9999,1.0003,0.9999,1.0002
2020-09-29 00:00:00,1.0002,1.0005,1.0002,1.0004
2020-09-29 04:00:00,1.0003,1.0006,1.0003,1.0005
2020-09-29 08:00:00,1.0005,1.0006,1.0001,1.0002
2020-09-29 12:00:00,1.0002,1.0003,1.0,1.0001
2020-09-29 16:00:00,1.0001,1.0005,1.0,1.0002
2020-09-29 20:00:00,1.0002,1.0003,1.0,1.0
2020-09-30 00:00:00,1.0001,1.0003,1.0,1.0003
2020-09-30 04:00:00,1.0003,1.0005,1.0002,1.0005
2020-09-30 08:00:00,1.0005,1.0006,1.0003,1.0006
2020-09-30 12:00:00,1.0006,1.0008,1.0002,1.0002
2020-09-30 16:00:00,1.0002,1.0005,1.0,1.0002
2020-09-30 20:00:00,1.0002,1.0004,1.0,1.0
2020-10-01 00:00:00,1.0,1.0001,0.9999,1.0
2020-10-01 04:00:00,1.0,1.0,0.9998,0.9998
2020-10-01 08:00:00,0.9998,0.9999,0.9997,0.9998
2020-10-01 12:00:00,0.9998,1.0,0.9997,1.0
2020-10-01 16:00:00,1.0,1.0008,0.9999,1.0004
2020-10-01 20:00:00,1.0004,1.0005,1.0002,1.0004
2020-10-02 00:00:00,1.0003,1.0005,1.0003,1.0003
2020-10-02 04:00:00,1.0003,1.0008,1.0,1.0001
2020-10-02 08:00:00,1.0001,1.0002,0.9999,1.0
2020-10-02 12:00:00,1.0001,1.0002,0.9999,0.9999
2020-10-02 16:00:00,0.9999,1.0006,0.9999,1.0
2020-10-02 20:00:00,1.0001,1.0001,0.9998,0.9999
2020-10-03 00:00:00,0.9999,1.0001,0.9999,1.0
2020-10-03 04:00:00,1.0001,1.0002,0.9999,0.9999
2020-10-03 08:00:00,0.9999,1.0,0.9998,0.9999
2020-10-03 12:00:00,0.9999,1.0,0.9998,0.9998
2020-10-03 16:00:00,0.9998,1.0,0.9998,0.9998
2020-10-03 20:00:00,0.9999,0.9999,0.9997,0.9998
2020-10-04 00:00:00,0.9998,0.9999,0.9997,0.9999
2020-10-04 04:00:00,0.9999,1.0,0.9998,0.9999
2020-10-04 08:00:00,0.9999,1.0,0.9998,0.9999
2020-10-04 12:00:00,0.9999,1.0,0.9998,0.9998
2020-10-04 16:00:00,0.9999,1.0,0.9997,0.9998
2020-10-04 20:00:00,0.9998,0.9999,0.9997,0.9998
2020-10-05 00:00:00,0.9998,0.9999,0.9997,0.9998
2020-10-05 04:00:00,0.9998,0.9999,0.9997,0.9997
2020-10-05 08:00:00,0.9997,1.0,0.9997,0.9999
2020-10-05 12:00:00,0.9998,1.0002,0.9998,0.9999
2020-10-05 16:00:00,0.9999,1.0,0.9999,0.9999
2020-10-05 20:00:00,0.9999,1.0,0.9998,0.9998
2020-10-06 00:00:00,0.9999,0.9999,0.9997,0.9998
2020-10-06 04:00:00,0.9998,1.0003,0.9997,1.0
2020-10-06 08:00:00,1.0,1.0003,1.0,1.0002
2020-10-06 12:00:00,1.0002,1.0004,1.0001,1.0003
2020-10-06 16:00:00,1.0002,1.0006,1.0001,1.0006
2020-10-06 20:00:00,1.0006,1.0007,1.0003,1.0003
2020-10-07 00:00:00,1.0003,1.0004,1.0001,1.0002
2020-10-07 04:00:00,1.0002,1.0002,0.9999,1.0001
2020-10-07 08:00:00,1.0,1.0001,0.9999,0.9999
2020-10-07 12:00:00,0.9999,1.0,0.9999,1.0
2020-10-07 16:00:00,1.0,1.0003,0.9999,1.0001
2020-10-07 20:00:00,1.0001,1.0003,1.0,1.0001
2020-10-08 00:00:00,1.0001,1.0001,1.0,1.0
2020-10-08 04:00:00,1.0,1.0001,1.0,1.0001
2020-10-08 08:00:00,1.0,1.0001,1.0,1.0001
2020-10-08 12:00:00,1.0001,1.0001,0.9998,0.9998
2020-10-08 16:00:00,0.9998,0.9999,0.9996,0.9997
2020-10-08 20:00:00,0.9997,0.9998,0.9996,0.9997
2020-10-09 00:00:00,0.9997,1.0,0.9996,0.9999
2020-10-09 04:00:00,0.9999,1.0,0.9998,0.9999
2020-10-09 08:00:00,0.9999,1.0,0.9996,0.9998
2020-10-09 12:00:00,0.9998,0.9998,0.9995,0.9996
2020-10-09 16:00:00,0.9997,0.9997,0.9995,0.9995
2020-10-09 20:00:00,0.9995,0.9996,0.9994,0.9995
2020-10-10 00:00:00,0.9995,0.9998,0.9993,0.9997
2020-10-10 04:00:00,0.9997,0.9999,0.9995,0.9996
2020-10-10 08:00:00,0.9996,0.9998,0.9995,0.9996
2020-10-10 12:00:00,0.9996,0.9998,0.9995,0.9996
2020-10-10 16:00:00,0.9996,0.9998,0.9995,0.9997
2020-10-10 20:00:00,0.9997,0.9998,0.9995,0.9996
2020-10-11 00:00:00,0.9996,0.9999,0.9995,0.9999
2020-10-11 04:00:00,0.9999,1.0,0.9998,0.9999
2020-10-11 08:00:00,0.9999,1.0001,0.9998,1.0
2020-10-11 12:00:00,1.0,1.0,0.9999,1.0
2020-10-11 16:00:00,1.0,1.0,0.9998,0.9998
2020-10-11 20:00:00,0.9999,1.0001,0.9998,0.9999
2020-10-12 00:00:00,0.9999,0.9999,0.9997,0.9998
2020-10-12 04:00:00,0.9998,1.0,0.9998,0.9999
2020-10-12 08:00:00,1.0,1.0,0.9999,1.0
2020-10-12 12:00:00,0.9999,1.0,0.9995,0.9995
2020-10-12 16:00:00,0.9996,0.9997,0.9995,0.9997
2020-10-12 20:00:00,0.9996,0.9997,0.9995,0.9995
2020-10-13 00:00:00,0.9995,0.9999,0.9995,0.9998
2020-10-13 04:00:00,0.9998,1.0,0.9995,0.9999
2020-10-13 08:00:00,0.9999,1.0,0.9996,0.9997
2020-10-13 12:00:00,0.9996,1.0,0.9996,0.9999
2020-10-13 16:00:00,0.9999,1.0,0.9996,0.9997
2020-10-13 20:00:00,0.9997,0.9997,0.9995,0.9996
2020-10-14 00:00:00,0.9997,0.9997,0.9995,0.9996
2020-10-14 04:00:00,0.9996,0.9997,0.9995,0.9996
2020-10-14 08:00:00,0.9997,0.9997,0.9996,0.9996
2020-10-14 12:00:00,0.9997,0.9997,0.9995,0.9995
2020-10-14 16:00:00,0.9996,0.9996,0.9995,0.9995
2020-10-14 20:00:00,0.9996,0.9996,0.9994,0.9994
2020-10-15 00:00:00,0.9995,0.9996,0.9994,0.9995
2020-10-15 04:00:00,0.9995,0.9996,0.9995,0.9996
2020-10-15 08:00:00,0.9996,0.9998,0.9995,0.9997
2020-10-15 12:00:00,0.9996,0.9997,0.9996,0.9997
2020-10-15 16:00:00,0.9997,0.9997,0.9994,0.9994
2020-10-15 20:00:00,0.9995,0.9996,0.9993,0.9995
2020-10-16 00:00:00,0.9996,0.9996,0.9994,0.9995
2020-10-16 04:00:00,0.9995,0.9996,0.9993,0.9994
2020-10-16 08:00:00,0.9994,0.9998,0.9994,0.9996
2020-10-16 12:00:00,0.9995,0.9996,0.9994,0.9995
2020-10-16 16:00:00,0.9995,0.9996,0.9994,0.9994
2020-10-16 20:00:00,0.9994,0.9995,0.9994,0.9995
2020-10-17 00:00:00,0.9995,0.9995,0.9994,0.9995
2020-10-17 04:00:00,0.9995,0.9995,0.9994,0.9994
2020-10-17 08:00:00,0.9994,0.9996,0.9994,0.9996
2020-10-17 12:00:00,0.9995,0.9998,0.9994,0.9995
2020-10-17 16:00:00,0.9995,0.9996,0.9995,0.9995
2020-10-17 20:00:00,0.9995,0.9998,0.9995,0.9998
2020-10-18 00:00:00,0.9998,0.9998,0.9995,0.9996
2020-10-18 04:00:00,0.9995,0.9996,0.9994,0.9995
2020-10-18 08:00:00,0.9995,0.9995,0.9994,0.9995
2020-10-18 12:00:00,0.9995,0.9996,0.9994,0.9995
2020-10-18 16:00:00,0.9996,0.9996,0.9994,0.9995
2020-10-18 20:00:00,0.9994,0.9996,0.9994,0.9996
2020-10-19 00:00:00,0.9996,0.9996,0.9994,0.9995
2020-10-19 04:00:00,0.9996,0.9997,0.9995,0.9996
2020-10-19 08:00:00,0.9996,0.9998,0.9996,0.9997
2020-10-19 12:00:00,0.9998,0.9999,0.9994,0.9994
2020-10-19 16:00:00,0.9994,0.9996,0.9993,0.9996
2020-10-19 20:00:00,0.9996,0.9996,0.9994,0.9996
2020-10-20 00:00:00,0.9995,0.9997,0.9995,0.9997
2020-10-20 04:00:00,0.9996,0.9997,0.9996,0.9997
2020-10-20 08:00:00,0.9996,0.9997,0.9991,0.9994
2020-10-20 12:00:00,0.9995,0.9995,0.9994,0.9994
2020-10-20 16:00:00,0.9994,0.9995,0.9991,0.9992
2020-10-20 20:00:00,0.9992,0.9995,0.9991,0.9991
2020-10-21 00:00:00,0.9991,0.9992,0.9987,0.9988
2020-10-21 04:00:00,0.9989,0.9994,0.9987,0.9993
2020-10-21 08:00:00,0.9993,0.9994,0.9992,0.9992
2020-10-21 12:00:00,0.9993,0.9993,0.9978,0.9986
2020-10-21 16:00:00,0.9986,0.9987,0.9981,0.9984
2020-10-21 20:00:00,0.9984,0.9985,0.9969,0.9977
2020-10-22 00:00:00,0.9977,0.9984,0.9975,0.9983
2020-10-22 04:00:00,0.9983,0.999,0.9982,0.9988
2020-10-22 08:00:00,0.9988,0.9992,0.9987,0.9992
2020-10-22 12:00:00,0.9992,0.9992,0.9987,0.9988
2020-10-22 16:00:00,0.9988,0.9989,0.9985,0.9988
2020-10-22 20:00:00,0.9988,0.9988,0.9984,0.9987
2020-10-23 00:00:00,0.9987,0.9992,0.9986,0.9988
2020-10-23 04:00:00,0.9988,0.9992,0.9988,0.9991
2020-10-23 08:00:00,0.9991,0.9996,0.9991,0.9994
2020-10-23 12:00:00,0.9994,0.9995,0.9994,0.9994
2020-10-23 16:00:00,0.9995,0.9997,0.9994,0.9994
2020-10-23 20:00:00,0.9994,0.9996,0.9991,0.9991
2020-10-24 00:00:00,0.9992,0.9992,0.999,0.9991
2020-10-24 04:00:00,0.9991,0.9992,0.9991,0.9991
2020-10-24 08:00:00,0.9992,0.9992,0.9991,0.9992
2020-10-24 12:00:00,0.9992,0.9992,0.9989,0.9991
2020-10-24 16:00:00,0.9991,0.9991,0.9989,0.999
2020-10-24 20:00:00,0.999,0.9991,0.9987,0.9991
2020-10-25 00:00:00,0.999,0.9991,0.9988,0.9989
2020-10-25 04:00:00,0.9989,0.9991,0.9988,0.9989
2020-10-25 08:00:00,0.9989,0.9994,0.9988,0.9993
2020-10-25 12:00:00,0.9993,0.9995,0.9991,0.9991
2020-10-25 16:00:00,0.9991,0.9992,0.9989,0.999
2020-10-25 20:00:00,0.9989,0.9992,0.9988,0.9991
2020-10-26 00:00:00,0.9992,0.9993,0.9991,0.9991
2020-10-26 04:00:00,0.9992,0.9995,0.9991,0.9995
2020-10-26 08:00:00,0.9994,0.9995,0.9994,0.9994
2020-10-26 12:00:00,0.9994,0.9996,0.9993,0.9994
2020-10-26 16:00:00,0.9994,0.9995,0.9991,0.9992
2020-10-26 20:00:00,0.9991,0.9992,0.9988,0.999
2020-10-27 00:00:00,0.9989,0.9994,0.9989,0.9993
2020-10-27 04:00:00,0.9994,0.9997,0.9993,0.9995
2020-10-27 08:00:00,0.9996,0.9996,0.9994,0.9994
2020-10-27 12:00:00,0.9995,0.9995,0.9993,0.9994
2020-10-27 16:00:00,0.9994,0.9994,0.9988,0.999
2020-10-27 20:00:00,0.999,0.9995,0.999,0.9994
2020-10-28 00:00:00,0.9995,0.9997,0.9994,0.9997
2020-10-28 04:00:00,0.9997,0.9997,0.9995,0.9996
2020-10-28 08:00:00,0.9995,0.9998,0.9995,0.9998
2020-10-28 12:00:00,0.9998,0.9999,0.9997,0.9998
2020-10-28 16:00:00,0.9998,0.9999,0.9995,0.9995
2020-10-28 20:00:00,0.9995,0.9997,0.9995,0.9997
2020-10-29 00:00:00,0.9996,0.9998,0.9996,0.9997
2020-10-29 04:00:00,0.9998,1.0,0.9997,1.0
2020-10-29 08:00:00,1.0,1.0,0.9997,0.9997
2020-10-29 12:00:00,0.9997,0.9998,0.9993,0.9994
2020-10-29 16:00:00,0.9993,0.9994,0.9992,0.9993
2020-10-29 20:00:00,0.9993,0.9996,0.9992,0.9993
2020-10-30 00:00:00,0.9993,0.9996,0.9992,0.9994
2020-10-30 04:00:00,0.9995,0.9996,0.9993,0.9994
2020-10-30 08:00:00,0.9994,0.9997,0.9993,0.9993
2020-10-30 12:00:00,0.9993,0.9994,0.9992,0.9992
2020-10-30 16:00:00,0.9992,0.9993,0.999,0.9991
2020-10-30 20:00:00,0.9991,0.9992,0.999,0.9992
2020-10-31 00:00:00,0.9992,0.9994,0.9991,0.9993
2020-10-31 04:00:00,0.9993,0.9994,0.9992,0.9993
2020-10-31 08:00:00,0.9993,0.9996,0.9992,0.9996
2020-10-31 12:00:00,0.9995,0.9996,0.9993,0.9993
2020-10-31 16:00:00,0.9993,0.9994,0.999,0.999
2020-10-31 20:00:00,0.999,0.9992,0.999,0.9991
2020-11-01 00:00:00,0.9991,0.9993,0.9991,0.9992
2020-11-01 04:00:00,0.9991,0.9993,0.9991,0.9993
2020-11-01 08:00:00,0.9993,0.9993,0.9991,0.9991
2020-11-01 12:00:00,0.9991,0.9994,0.9991,0.9993
2020-11-01 16:00:00,0.9993,0.9994,0.9992,0.9993
2020-11-01 20:00:00,0.9993,0.9995,0.9992,0.9994
2020-11-02 00:00:00,0.9993,0.9994,0.9991,0.9992
2020-11-02 04:00:00,0.9991,0.9993,0.9991,0.9992
2020-11-02 08:00:00,0.9992,0.9994,0.9991,0.9991
2020-11-02 12:00:00,0.9991,0.9995,0.9991,0.9994
2020-11-02 16:00:00,0.9994,0.9996,0.9994,0.9995
2020-11-02 20:00:00,0.9995,0.9996,0.9992,0.9992
2020-11-03 00:00:00,0.9992,0.9994,0.9992,0.9993
2020-11-03 04:00:00,0.9993,0.9998,0.9993,0.9998
2020-11-03 08:00:00,0.9997,1.0,0.9996,0.9996
2020-11-03 12:00:00,0.9997,0.9997,0.9994,0.9994
2020-11-03 16:00:00,0.9994,0.9996,0.9994,0.9996
2020-11-03 20:00:00,0.9996,0.9996,0.9994,0.9994
2020-11-04 00:00:00,0.9995,0.9996,0.9993,0.9993
2020-11-04 04:00:00,0.9993,0.9996,0.9993,0.9995
2020-11-04 08:00:00,0.9995,0.9997,0.9995,0.9996
2020-11-04 12:00:00,0.9996,0.9997,0.9995,0.9995
2020-11-04 16:00:00,0.9995,0.9996,0.9988,0.999
2020-11-04 20:00:00,0.999,0.9995,0.9988,0.9988
2020-11-05 00:00:00,0.9989,0.9991,0.9988,0.999
2020-11-05 04:00:00,0.999,0.9991,0.9989,0.9989
2020-11-05 08:00:00,0.9989,0.9995,0.9989,0.9994
2020-11-05 12:00:00,0.9994,0.9995,0.9987,0.9988
2020-11-05 16:00:00,0.9988,0.9991,0.9986,0.999
2020-11-05 20:00:00,0.9989,0.999,0.9982,0.9984
2020-11-06 00:00:00,0.9985,0.9989,0.9984,0.9987
2020-11-06 04:00:00,0.9987,0.9989,0.9984,0.9985
2020-11-06 08:00:00,0.9986,0.999,0.9984,0.9988
2020-11-06 12:00:00,0.9988,0.9992,0.9987,0.999
2020-11-06 16:00:00,0.999,0.9991,0.9988,0.9989
2020-11-06 20:00:00,0.9989,0.9991,0.9986,0.9987
2020-11-07 00:00:00,0.9987,0.9988,0.9984,0.9987
2020-11-07 04:00:00,0.9987,0.9987,0.9983,0.9986
2020-11-07 08:00:00,0.9986,0.9988,0.9983,0.9988
2020-11-07 12:00:00,0.9987,0.999,0.9984,0.999
2020-11-07 16:00:00,0.999,0.9996,0.9988,0.9994
2020-11-07 20:00:00,0.9994,0.9997,0.9988,0.9989
2020-11-08 00:00:00,0.9989,0.9991,0.9988,0.9988
2020-11-08 04:00:00,0.9988,0.999,0.9988,0.9989
2020-11-08 08:00:00,0.9988,0.999,0.9987,0.999
2020-11-08 12:00:00,0.999,0.9992,0.9989,0.9991
2020-11-08 16:00:00,0.999,0.9992,0.999,0.9992
2020-11-08 20:00:00,0.9991,0.9994,0.9991,0.9992
2020-11-09 00:00:00,0.9992,0.9994,0.9988,0.9991
2020-11-09 04:00:00,0.9991,0.9993,0.999,0.9991
2020-11-09 08:00:00,0.9992,0.9992,0.999,0.9992
2020-11-09 12:00:00,0.9992,0.9996,0.9991,0.9996
2020-11-09 16:00:00,0.9996,0.9997,0.9991,0.9992
2020-11-09 20:00:00,0.9993,0.9995,0.9989,0.999
2020-11-10 00:00:00,0.9991,0.9995,0.999,0.9993
2020-11-10 04:00:00,0.9993,0.9994,0.9991,0.9993
2020-11-10 08:00:00,0.9992,0.9994,0.9991,0.9991
2020-11-10 12:00:00,0.9991,0.9992,0.9989,0.9989
2020-11-10 16:00:00,0.9989,0.9992,0.9989,0.9992
2020-11-10 20:00:00,0.9992,0.9992,0.9989,0.9991
2020-11-11 00:00:00,0.999,0.9991,0.9989,0.999
2020-11-11 04:00:00,0.999,0.9991,0.9988,0.9991
2020-11-11 08:00:00,0.9991,0.9992,0.9989,0.9991
2020-11-11 12:00:00,0.9991,0.9992,0.9989,0.9989
2020-11-11 16:00:00,0.999,0.999,0.9984,0.9989
2020-11-11 20:00:00,0.9988,0.999,0.9988,0.9989
2020-11-12 00:00:00,0.9989,0.999,0.9985,0.9989
2020-11-12 04:00:00,0.9989,0.9992,0.9988,0.9989
2020-11-12 08:00:00,0.9989,0.9991,0.9986,0.999
2020-11-12 12:00:00,0.9989,0.999,0.9981,0.9983
2020-11-12 16:00:00,0.9982,0.9989,0.9982,0.9989
2020-11-12 20:00:00,0.9989,0.999,0.9983,0.999
